id,user,text,target
1974806522,Mousee,"[('Oh', 'INTERJECTION'), ('man', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), (':|', 'VERB'), ('what', 'PRONOUN'), ('about', 'PREPOSITION OR CONJUNCTION'), ('stavros', 'ADJECTIVE OR NUMERAL'), ('flatley', 'NOUN'), ('and', 'CONJUNCTION'), ('poor', 'ADJECTIVE OR NUMERAL'), ('aiden', 'NOUN'), ('and', 'CONJUNCTION'), ('holly', 'ADVERB'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR')]",0
2060642616,PoeticJustice88,"[('@TreyEley', 'USERNAME'), ('I', 'PRONOUN'), ('dont', 'VERB'), ('have', 'VERB'), ('300', 'NUMERAL'), ('.', 'SENTENCE TERMINATOR'), ('and', 'CONJUNCTION'), ('I', 'PRONOUN'), ('have', 'VERB'), ('never', 'ADVERB'), ('seen', 'VERB'), ('it', 'PRONOUN'), ('.', 'SENTENCE TERMINATOR')]",0
2226353226,Mousee,"[('I', 'PRONOUN'), ('hate', 'VERB'), ('the', 'DETERMINER'), ('people', 'NOUN'), ('who', 'PRONOUN'), ('work', 'VERB'), ('on', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('roads', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
1967430082,alexrapa,"[('Bad', 'NOUN'), ('moods', 'NOUN'), ('are', 'VERB'), ('fun', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
2285715491,lewisreilly,"[('@SimonPorter', 'USERNAME'), ('lol', 'NOUN'), ('yeah', 'NOUN'), (',', 'COMMA'), ('to', 'TO'), ('the', 'DETERMINER'), ('MAX', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('Sadly', 'ADVERB'), ('one', 'NUMERAL'), ('of', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('machines', 'NOUN'), ('is', 'VERB'), ('running', 'VERB'), ('vista', 'NOUN'), ('(', 'OPENING PARENTHESIS'), ('@1', 'USERNAME'), ('.', 'SENTENCE TERMINATOR'), ('6GHz', 'NUMERAL'), (')', 'CLOSING PARENTHESIS'), ('so', 'ADVERB'), ('the', 'DETERMINER'), ('only', 'ADJECTIVE OR NUMERAL'), ('bit', 'NOUN'), ('thats', 'ADJECTIVE OR NUMERAL'), ('EXTREME', 'NOUN'), ('is', 'VERB'), ('the', 'DETERMINER'), ('lag', 'NOUN')]",0
1979296437,aristocracy,"[('last', 'ADJECTIVE OR NUMERAL'), ('night', 'NOUN'), ('was', 'VERB'), ('fantastic', 'ADJECTIVE OR NUMERAL'), (',', 'COMMA'), ('more', 'ADJECTIVE'), ('details', 'NOUN'), ('at', 'PREPOSITION OR CONJUNCTION'), ('11', 'NUMERAL'), ('.', 'SENTENCE TERMINATOR'), ('(', 'OPENING PARENTHESIS'), ('also', 'ADVERB'), (':', 'COLON OR ELLIPSIS'), ('not', 'ADVERB'), ('liking', 'VERB'), ('this', 'DETERMINER'), ('keyboard', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), (""'"", 'CLOSING QUOTATION MARK'), ('tis', 'ADJECTIVE OR NUMERAL'), ('weeeeeeeeeird', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), (')', 'CLOSING PARENTHESIS')]",4
2002295923,LarrfulBuck,"[('Woahhh', 'NOUN'), ('I', 'PRONOUN'), ('lost', 'VERB'), ('8', 'NUMERAL'), ('pounds', 'NOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('one', 'NUMERAL'), ('week', 'NOUN'), (';', 'COLON OR ELLIPSIS'), ('I', 'PRONOUN'), ('was', 'VERB'), ('just', 'ADVERB'), ('trying', 'VERB'), ('to', 'TO'), ('be', 'VERB'), ('healthier', 'ADJECTIVE'), ('but', 'CONJUNCTION'), ('hey', 'ADJECTIVE OR NUMERAL'), (""I'll"", 'NOUN'), ('take', 'VERB'), ('it', 'PRONOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2191681295,aristocracy,"[('1809', 'NUMERAL'), ('words', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), (""i'm"", 'NOUN'), ('supposed', 'VERB'), ('to', 'TO'), ('have', 'VERB'), ('2500', 'NUMERAL'), ('.', 'SENTENCE TERMINATOR'), ('AHAHAHHAAHA', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('whatever', 'DETERMINER'), ('.', 'SENTENCE TERMINATOR'), ('i', 'VERB'), (""don't"", 'ADJECTIVE OR NUMERAL'), ('care', 'VERB'), ('any', 'DETERMINER'), ('more', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('also', 'ADVERB'), (',', 'COMMA'), ('my', 'PRONOUN'), ('last', 'ADJECTIVE OR NUMERAL'), ('update', 'NOUN'), ('was', 'VERB'), ('888', 'NUMERAL')]",4
2265521438,princess967,"[('is', 'VERB'), ('back', 'ADVERB'), ('at', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('dorm', 'NOUN'), ('and', 'CONJUNCTION'), ('facing', 'NOUN'), ('Pathology', 'NOUN'), ('http://plurk.com/p/12pc45', 'URL')]",0
1976753819,BDiva89,"[('@lovebscott', 'USERNAME'), ('Their', 'PRONOUN'), ('shoes', 'NOUN'), ('are', 'VERB'), ('FIERCE', 'ADJECTIVE OR NUMERAL'), ('!', 'SENTENCE TERMINATOR'), ('Completely', 'ADVERB'), ('shoegasmic', 'ADJECTIVE OR NUMERAL')]",4
1991511949,mrstalkativeska,"[('Need', 'NOUN'), ('jacket', 'NOUN'), ('so', 'ADVERB'), ('cold', 'VERB'), ('.', 'SENTENCE TERMINATOR'), ('And', 'CONJUNCTION'), ('i', 'NOUN'), ('have', 'VERB'), ('cold', 'VERB'), ('gym', 'NOUN'), ('all', 'DETERMINER'), ('next', 'ADJECTIVE OR NUMERAL'), ('class', 'NOUN'), ('-', 'COLON OR ELLIPSIS'), ('HopeKeepsUs', 'NOUN'), ('-', 'COLON OR ELLIPSIS')]",0
1880410866,alexrapa,"[('@primehex', 'USERNAME'), ('no', 'DETERMINER'), ('fuck', 'NOUN'), ('that', 'PREPOSITION OR CONJUNCTION'), (""don't"", 'VERB'), ('like', 'PREPOSITION OR CONJUNCTION'), ('lesbians', 'NOUN')]",0
2252735019,Mousee,"[('ok', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('@tweetdeck', 'USERNAME'), ('STILL', 'NOUN'), ('not', 'ADVERB'), ('working', 'VERB'), ('even', 'ADVERB'), ('after', 'PREPOSITION OR CONJUNCTION'), ('uninstalling', 'VERB')]",0
2063224202,nrl007,"[('@billyraycyrus', 'USERNAME'), ('COME', 'NOUN'), ('TO', 'NOUN'), ('AUSTRALIA', 'NOUN'), ('WITH', 'NOUN'), ('MILEY', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2205962592,Mousee,"[('o', 'NOUN'), ('ma', 'NOUN'), ('god', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('my', 'PRONOUN'), ('4ft', 'NUMERAL'), ('10', 'NUMERAL'), ('nan', 'NOUN'), ('just', 'ADVERB'), ('punched', 'VERB'), ('me', 'PRONOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('face', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('an', 'DETERMINER'), ('apricot', 'NOUN'), ('and', 'CONJUNCTION'), ('then', 'ADVERB'), ('smeared', 'VERB'), ('it', 'PRONOUN'), ('all', 'DETERMINER'), ('over', 'PREPOSITION OR CONJUNCTION'), ('me', 'PRONOUN'), ('i', 'ADJECTIVE OR NUMERAL'), ('stink', 'VERB'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR')]",0
2053177655,annclavio,"[('watching', 'VERB'), ('Iron', 'NOUN'), ('Chef', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('Mario', 'NOUN'), ('Batali', 'NOUN'), ('vs', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('Jamie', 'NOUN'), ('Oliver', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('this', 'DETERMINER'), ('will', 'MODAL AUXILIARY'), ('be', 'VERB'), ('interesting', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR')]",4
2188686527,PoeticJustice88,"[('@Hollywoodheat', 'USERNAME'), ('my', 'PRONOUN'), ('day', 'NOUN'), ('was', 'VERB'), ('great', 'ADJECTIVE OR NUMERAL'), ('!', 'SENTENCE TERMINATOR'), ('i', 'NOUN'), ('love', 'VERB'), ('spades', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('im', 'ADJECTIVE OR NUMERAL'), ('good', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR'), ('im', 'ADJECTIVE OR NUMERAL'), ('lookin', 'ADJECTIVE OR NUMERAL'), ('forward', 'NOUN'), ('to', 'TO'), ('tomorrow', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('lol', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('it', 'PRONOUN'), ('should', 'MODAL AUXILIARY'), ('be', 'VERB'), ('better', 'ADJECTIVE'), ('.', 'SENTENCE TERMINATOR')]",4
1990685644,jameswoodcock,"[('If', 'PREPOSITION OR CONJUNCTION'), ('you', 'PRONOUN'), ('have', 'VERB'), ('a', 'DETERMINER'), ('YouTube', 'NOUN'), ('account', 'NOUN'), (',', 'COMMA'), ('please', 'VERB'), ('register', 'NOUN'), ('on', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('channel', 'NOUN'), ('to', 'TO'), ('monitor', 'VERB'), ('all', 'DETERMINER'), ('my', 'PRONOUN'), ('gaming', 'NOUN'), ('HD', 'NOUN'), ('features', 'VERB'), ('-', 'COLON OR ELLIPSIS'), ('http://is.gd/LrX9', 'URL'), ('-', 'COLON OR ELLIPSIS'), ('Please', 'VERB'), ('re-tweet', 'ADJECTIVE OR NUMERAL')]",4
1966236420,get_l00se,"[('lillians', 'NOUN'), ('pizza', 'VERB'), ('with', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('fam', 'NOUN'), (',', 'COMMA'), ('the', 'DETERMINER'), ('collins', 'NOUN'), (',', 'COMMA'), ('autumn', 'NOUN'), (',', 'COMMA'), ('chelsea', 'NOUN'), (',', 'COMMA'), ('and', 'CONJUNCTION'), ('jr', 'NOUN'), ('so', 'ADVERB'), ('stoked', 'VERB')]",4
1990720659,lewisreilly,"[('is', 'VERB'), ('loving', 'VERB'), ('xna', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('The', 'DETERMINER'), ('official', 'ADJECTIVE OR NUMERAL'), ('tutorial', 'ADJECTIVE OR NUMERAL'), ('however', 'ADVERB'), ('is', 'VERB'), ('voiced', 'VERB'), ('by', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('most', 'ADVERB'), ('boringly', 'ADVERB'), ('slow', 'ADJECTIVE OR NUMERAL'), ('guy', 'NOUN'), ('ever', 'ADVERB'), ('-', 'COLON OR ELLIPSIS'), ('7', 'NUMERAL'), ('videos', 'NOUN'), ('&', 'CONJUNCTION'), ('all', 'DETERMINER'), ('he', 'PRONOUN'), ('has', 'VERB'), ('done', 'VERB'), ('is', 'VERB'), ('drawn', 'VERB'), ('a', 'DETERMINER'), ('sprite', 'NOUN')]",0
1957649380,twinklydave,"[(""sun's"", 'NOUN'), ('out', 'PARTICLE'), (',', 'COMMA'), ('temps', 'NOUN'), ('are', 'VERB'), ('up', 'ADVERB'), (',', 'COMMA'), ('wind', 'PREPOSITION OR CONJUNCTION'), (""isn't"", 'ADJECTIVE OR NUMERAL'), ('too', 'ADVERB'), ('bad', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR'), ('think', 'VERB'), (""i'll"", 'ADJECTIVE OR NUMERAL'), ('spend', 'VERB'), ('the', 'DETERMINER'), ('afternoon', 'NOUN'), ('/', 'NOUN'), ('evening', 'NOUN'), ('riding', 'VERB'), ('over', 'PREPOSITION OR CONJUNCTION'), ('hills', 'NOUN'), ('and', 'CONJUNCTION'), ('dales', 'NOUN'), ('woop', 'VERB'), ('!', 'SENTENCE TERMINATOR')]",4
2288291886,ashiena,"[('@xo_rainbowbrite', 'USERNAME'), ('its', 'PRONOUN'), ('so', 'ADVERB'), ('sad', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR'), ('Everything', 'VERB'), ('Kate', 'NOUN'), ('said', 'VERB'), (',', 'COMMA'), ('is', 'VERB'), ('how', 'ADVERB'), ('I', 'PRONOUN'), ('feel', 'VERB')]",0
1770897035,kindlejunkie,"[('@whyinthehell', 'USERNAME'), ('If', 'PREPOSITION OR CONJUNCTION'), (""it's"", 'ADJECTIVE OR NUMERAL'), ('any', 'DETERMINER'), ('consolation', 'NOUN'), (',', 'COMMA'), (""I'm"", 'NOUN'), ('mentally', 'ADVERB'), ('revisiting', 'VERB'), ('all', 'DETERMINER'), ('of', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('favorite', 'ADJECTIVE OR NUMERAL'), ('times', 'NOUN'), ('smelling', 'VERB'), (""men's"", 'NOUN'), ('cologne', 'NOUN'), ('&', 'CONJUNCTION'), (""I'm"", 'NOUN'), ('all', 'DETERMINER'), ('a-tingle', 'ADJECTIVE OR NUMERAL'), (',', 'COMMA'), ('too', 'ADVERB'), ('.', 'SENTENCE TERMINATOR')]",4
2065119486,BDiva89,"[('Risin', 'NOUN'), (""'"", 'CLOSING QUOTATION MARK'), ('&', 'CONJUNCTION'), ('shinin', 'NOUN'), (""'"", 'CLOSING QUOTATION MARK'), ('...', 'COLON OR ELLIPSIS'), ('just', 'ADVERB'), ('had', 'VERB'), ('breakfast', 'VERB'), ('Shout', 'NOUN'), ('out', 'PREPOSITION OR CONJUNCTION'), ('2', 'NUMERAL'), ('@missladybb', 'USERNAME'), ('@songstress319', 'USERNAME'), ('&', 'CONJUNCTION'), ('@CutieQD', 'USERNAME'), (',', 'COMMA'), ('hope', 'VERB'), ('2', 'NUMERAL'), ('join', 'NOUN'), (""ya'll"", 'NOUN'), ('next', 'ADJECTIVE OR NUMERAL'), ('weekend', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
1685553831,babyele,"[('http://twitpic.com/4gwou', 'URL'), ('-', 'COLON OR ELLIPSIS'), ('And', 'CONJUNCTION'), ('his', 'PRONOUN'), ('daughter', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('omg', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('so', 'ADVERB'), ('cute', 'ADJECTIVE OR NUMERAL'), ('...', 'COLON OR ELLIPSIS'), ('Sharina', 'NOUN')]",4
2174766996,annclavio,"[('happy', 'ADJECTIVE OR NUMERAL'), ('for', 'PREPOSITION OR CONJUNCTION'), (""kuya's"", 'ADJECTIVE OR NUMERAL'), ('blessings', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('God', 'NOUN'), ('is', 'VERB'), ('good', 'ADJECTIVE OR NUMERAL'), ('!', 'SENTENCE TERMINATOR'), ('Praise', 'NOUN'), ('Him', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
2070152697,BDiva89,"[('@kimberlinbolton', 'USERNAME'), ('Thank', 'NOUN'), ('u', 'ADJECTIVE OR NUMERAL'), ('Sasha', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('u', 'ADJECTIVE OR NUMERAL'), ('kno', 'NOUN'), ('we', 'PRONOUN'), (""don't"", 'VERB'), ('play', 'VERB'), ('that', 'DETERMINER'), ('.', 'SENTENCE TERMINATOR')]",4
1994082203,jameswoodcock,"[('@SuperKaylo', 'USERNAME'), ('Who', 'PRONOUN'), ('needs', 'VERB'), ('1080p', 'NUMERAL'), ('When', 'ADVERB'), ('will', 'MODAL AUXILIARY'), ('Sony', 'NOUN'), ('learn', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
1980516024,Ari978,"[('@ryanstar', 'USERNAME'), ('lmao', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('You', 'PRONOUN'), ('bad', 'ADJECTIVE OR NUMERAL'), ('boy', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), (""Don't"", 'NOUN'), ('scare', 'VERB'), ('the', 'DETERMINER'), ('nice', 'ADJECTIVE OR NUMERAL'), ('TSA', 'NOUN'), ('people', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
2175943561,twinklydave,"[('oh', 'INTERJECTION'), ('sh1t', 'NOUN'), ('that', 'DETERMINER'), ('looks', 'VERB'), ('hard', 'ADJECTIVE OR NUMERAL'), (':', 'COLON OR ELLIPSIS'), ('http://tinyurl.com/kpc997', 'URL'), ('really', 'ADVERB'), ('looking', 'VERB'), ('forward', 'ADVERB'), ('to', 'TO'), ('it', 'PRONOUN'), ('though', 'PREPOSITION OR CONJUNCTION'), ('.', 'SENTENCE TERMINATOR'), ('proper', 'ADJECTIVE OR NUMERAL'), ('mental', 'ADJECTIVE OR NUMERAL'), ('stuff', 'NOUN')]",4
1982383372,twinklydave,"[('the', 'DETERMINER'), ('problem', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('opening', 'VERB'), ('the', 'DETERMINER'), ('back', 'ADJECTIVE OR NUMERAL'), ('door', 'NOUN'), ('when', 'ADVERB'), ('the', 'DETERMINER'), (""weather's"", 'NOUN'), ('this', 'DETERMINER'), ('nice', 'NOUN'), ('is', 'VERB'), ('that', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('house', 'NOUN'), ('now', 'ADVERB'), ('smells', 'VERB'), ('of', 'PREPOSITION OR CONJUNCTION'), ('other', 'ADJECTIVE OR NUMERAL'), (""people's"", 'ADJECTIVE OR NUMERAL'), ('BBQs', 'NOUN'), ('hungry', 'NOUN'), ('now', 'ADVERB'), ('!', 'SENTENCE TERMINATOR')]",0
1989329055,lewisreilly,"[('Is', 'VERB'), ('this', 'DETERMINER'), ('a', 'DETERMINER'), ('dagger', 'NOUN'), ('which', 'DETERMINER'), ('I', 'PRONOUN'), ('see', 'VERB'), ('before', 'PREPOSITION OR CONJUNCTION'), ('me', 'PRONOUN'), (',', 'COMMA'), ('The', 'DETERMINER'), ('handle', 'NOUN'), ('toward', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('hand', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('..', 'NOUN'), ('NO', 'NOUN'), (',', 'COMMA'), ('its', 'PRONOUN'), ('a', 'DETERMINER'), ('can', 'MODAL AUXILIARY'), ('opener', 'VERB'), ('which', 'DETERMINER'), (""won't"", 'NOUN'), ('open', 'VERB'), ('my', 'PRONOUN'), ('bloody', 'NOUN'), ('soup', 'NOUN')]",0
1989500839,twinklydave,"[('but', 'CONJUNCTION'), ('why', 'ADVERB'), ('put', 'VERB'), ('clip', 'PARTICLE'), ('art', 'NOUN'), ('on', 'PREPOSITION OR CONJUNCTION'), ('your', 'PRONOUN'), ('website', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('why', 'ADVERB'), ('when', 'ADVERB'), ('i', 'NOUN'), ('spent', 'VERB'), ('ages', 'NOUN'), ('getting', 'VERB'), ('it', 'PRONOUN'), ('all', 'DETERMINER'), ('working', 'VERB'), ('and', 'CONJUNCTION'), ('looking', 'VERB'), ('nice', 'ADJECTIVE OR NUMERAL'), (',', 'COMMA'), ('why', 'ADVERB'), ('ruin', 'VERB'), ('it', 'PRONOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('tacky', 'ADJECTIVE OR NUMERAL'), ('crap', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR')]",0
1824953584,nrl007,"[('Watching', 'VERB'), ('Rove', 'NOUN'), ('Hamish', 'NOUN'), ('and', 'CONJUNCTION'), ('Andy', 'NOUN'), ('are', 'VERB'), ('on', 'PREPOSITION OR CONJUNCTION'), ('tonight', 'NOUN')]",4
2066538987,annclavio,"[('had', 'VERB'), ('a', 'DETERMINER'), ('great', 'ADJECTIVE OR NUMERAL'), ('time', 'NOUN'), ('talking', 'VERB'), ('with', 'PREPOSITION OR CONJUNCTION'), ('casey', 'NOUN'), ('...', 'COLON OR ELLIPSIS')]",4
1971901461,njohari,"[('will', 'MODAL AUXILIARY'), ('take', 'VERB'), ('a', 'DETERMINER'), ('break', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('awhile', 'ADJECTIVE OR NUMERAL'), ('before', 'PREPOSITION OR CONJUNCTION'), ('training', 'VERB'), ('again', 'ADVERB'), ('!', 'SENTENCE TERMINATOR'), (""body's"", 'NOUN'), ('still', 'ADVERB'), ('tired', 'VERB'), ('and', 'CONJUNCTION'), ('sore', 'ADVERB'), ('..', 'NOUN')]",0
1984816475,mrstalkativeska,"[('Swimming', 'NOUN'), ('is', 'VERB'), ('fun', 'ADJECTIVE OR NUMERAL'), ('-', 'COLON OR ELLIPSIS'), ('HopeKeepsUs', 'NOUN'), ('-', 'COLON OR ELLIPSIS')]",4
2068237855,frolixwifbunneh,"[('Workwork', 'NOUN'), ('and', 'CONJUNCTION'), ('no', 'DETERMINER'), ('pete', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('Fuckface', 'NOUN')]",4
1979613368,NZAfro,"[('@katofawesome', 'USERNAME'), ('Yes', 'INTERJECTION'), (',', 'COMMA'), ('but', 'CONJUNCTION'), ('I', 'PRONOUN'), ('try', 'VERB'), ('not', 'ADVERB'), ('to', 'TO'), ('confuse', 'VERB'), ('people', 'NOUN'), ('even', 'ADVERB'), ('more', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('NERD', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('Nerd', 'NOUN'), ('girls', 'NOUN'), ('are', 'VERB'), ('hot', 'ADJECTIVE OR NUMERAL'), ('though', 'PREPOSITION OR CONJUNCTION'), ('.', 'SENTENCE TERMINATOR'), (';)', 'NOUN'), ('I', 'PRONOUN'), ('think', 'VERB'), ('mine', 'NOUN'), ('is', 'VERB'), ('only', 'ADVERB'), ('1000GB', 'NUMERAL'), ('though', 'PREPOSITION OR CONJUNCTION'), ('.', 'SENTENCE TERMINATOR')]",4
1572959436,annclavio,"[('Thank', 'NOUN'), ('you', 'PRONOUN'), ('God', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('rain', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
1468164478,annclavio,"[('leave', 'VERB'), ('the', 'DETERMINER'), ('irreparable', 'ADJECTIVE OR NUMERAL'), ('past', 'NOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), (""God's"", 'NOUN'), ('hands', 'NOUN'), ('and', 'CONJUNCTION'), ('step', 'VERB'), ('out', 'ADVERB'), ('into', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('irresistible', 'ADJECTIVE OR NUMERAL'), ('future', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('Him', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2002900668,njohari,"[('sports', 'NOUN'), ('massage', 'NOUN'), ('good', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR')]",4
1753918809,njohari,"[('gave', 'VERB'), ('the', 'DETERMINER'), ('bikes', 'NOUN'), ('a', 'DETERMINER'), ('thorough', 'ADJECTIVE OR NUMERAL'), ('wash', 'NOUN'), (',', 'COMMA'), ('degrease', 'VERB'), ('it', 'PRONOUN'), ('and', 'CONJUNCTION'), ('grease', 'VERB'), ('it', 'PRONOUN'), ('.', 'SENTENCE TERMINATOR'), ('think', 'VERB'), ('i', 'NOUN'), ('did', 'VERB'), ('a', 'DETERMINER'), ('really', 'ADVERB'), ('good', 'ADJECTIVE OR NUMERAL'), ('job', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2233737809,NZAfro,"[('@dnajd', 'USERNAME'), ('I', 'PRONOUN'), ('wanted', 'VERB'), ('to', 'TO'), ('be', 'VERB'), ('your', 'PRONOUN'), ('1000th', 'NUMERAL'), ('.', 'SENTENCE TERMINATOR')]",0
2059096577,Reason21,"[('@Jon_Tran', 'USERNAME'), ('those', 'DETERMINER'), ('headaches', 'NOUN'), ('b', 'VERB'), ('no', 'DETERMINER'), ('joke', 'NOUN')]",0
1559611461,lilmisskeys,"[('@ThePeacebreaker', 'USERNAME'), ('yea', 'NOUN'), ('righttttt', 'NOUN')]",4
1676551617,kindlejunkie,"[('@leewaters', 'USERNAME'), ('I', 'PRONOUN'), (""don't"", 'VERB'), ('know', 'VERB'), ('the', 'DETERMINER'), ('show', 'NOUN'), (',', 'COMMA'), ('but', 'CONJUNCTION'), ('I', 'PRONOUN'), ('remember', 'VERB'), ('the', 'DETERMINER'), ('character', 'NOUN'), ('from', 'PREPOSITION OR CONJUNCTION'), ('Cheers', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('I', 'PRONOUN'), ('guess', 'VERB'), ('the', 'DETERMINER'), ('show', 'NOUN'), (""wouldn't"", 'ADJECTIVE OR NUMERAL'), ('work', 'NOUN'), ('if', 'PREPOSITION OR CONJUNCTION'), ('he', 'PRONOUN'), ('was', 'VERB'), ('blissful', 'ADJECTIVE OR NUMERAL'), ('in', 'PREPOSITION OR CONJUNCTION'), ('Capri', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
2176336198,jameswoodcock,"[('@Spidermatt', 'USERNAME'), ('Exactly', 'ADVERB'), ('!', 'SENTENCE TERMINATOR')]",4
2177554189,princess967,"[('is', 'VERB'), ('using', 'VERB'), ('LAN', 'NOUN'), ('to', 'TO'), ('access', 'NOUN'), ('the', 'DETERMINER'), ('internet', 'NOUN'), ('how', 'ADVERB'), ('POSER', 'NOUN'), ('AM', 'VERB'), ('I', 'PRONOUN'), ('!', 'SENTENCE TERMINATOR'), ('http://plurk.com/p/113nma', 'URL')]",0
1962029123,lewisreilly,"[('http://wave.google.com/', 'URL'), ('<3', 'NOUN'), ('Google', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('wish', 'ADJECTIVE OR NUMERAL'), (""they'd"", 'NOUN'), ('spend', 'VERB'), ('a', 'DETERMINER'), ('bit', 'NOUN'), ('more', 'ADJECTIVE'), ('time', 'NOUN'), ('adding', 'VERB'), ('bits', 'NOUN'), ('to', 'TO'), ('Chrome', 'NOUN'), ('though', 'PREPOSITION OR CONJUNCTION')]",0
2053080713,alexrapa,"[('Fuck', 'NOUN'), ('fuck', 'NOUN'), ('fuck', 'NOUN'), ('fuck', 'NOUN'), ('fuck', 'NOUN'), ('fuck', 'NOUN')]",0
2051407885,frolixwifbunneh,"[('Bdubs', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('Lindsey', 'NOUN'), ('and', 'CONJUNCTION'), ('Amanda', 'NOUN')]",4
2053022842,Mousee,"[('hates', 'NOUN'), ('jjb', 'NOUN'), (',', 'COMMA'), ('the', 'DETERMINER'), ('people', 'NOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('it', 'PRONOUN'), (',', 'COMMA'), ('staff', 'NOUN'), ('and', 'CONJUNCTION'), ('consumers', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
1680919898,dropXdeadXkr,"[('At', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('carwash', 'NOUN'), (',', 'COMMA'), ('gdale', 'ADJECTIVE OR NUMERAL'), ('soon', 'ADVERB')]",4
